"Time from drop (sec)","Geodetic Altitude (m)","Geocentric Radius (m)","Inertial FPA (deg)","Relative FPA (deg)","AoA (deg)","Sideslip (deg)","Bank Angle (deg)","Inertial Pitch (deg)","Inertial Yaw (deg)","Inertial Roll (deg)","Inertial Roll Rate (deg/sec)","Inertial Pitch Rate (deg/sec)","Inertial Yaw rate (deg/sec)","Ideal Velocity (m/s)","Inertial Velocity (m/s)","Relative Velocity (m/s)","Inertial Pos X (m)","Inertial Pos Y (m)","Inertial Pos Z (m)","Inertial Velocity X (m/s)","Inertial Velocity Y (m/s)","Inertial Velocity Z (m/s)","Acceleration X (m/s^2)","Acceleration Y (m/s^2)","Acceleration Z (m/s^2)","Mach Number","Dynamic Pressure (Pa)","Alpha*Q (deg*Pa)","Beta*Q (deg*Pa)","Stage Prop Mass (kg)","Vehicle Mass (kg)","Net Thrust (N)","AtmDens (kg/m^3)","AtmPres (Pa)","Geodetic Latitude (deg N)","Longitude (deg E)","Mean Anomaly (deg)","Time of Vacuum Impact (sec)","Geodetic Latitude of Vacuum Impact Point (deg N)","Geodetic Longitude of Vacuum Impact Point (deg N)","TotalAeroHeat (J/m^2)","AeroHeatRate (W/m^2)","Apogee Altitude over Equatorial Radius (m)","Perigee Altitude over Equatorial Radius (m)","Inclination (deg)","True Anomaly (deg)","Apogee Radius (m)","Perigee Radius (m)","ECI Longitude of Ascending Node (deg)","Argument of Perigee (deg)","Earth-relative longitude of nearest Ascending Node Crossing (deg)","Aero Force on body X axis (N)","Aero Force on Body Y axis (N)","Aero Force on Body Z axis (N)","XBodyAccel (m/s^2)","YBodyAccel (m/s^2)","ZBodyAccel (m/s^2)","Earth-relative Azimuth (deg)","Inertial Azimuth (deg)","Downrange (m)","Crossrange (m)","Eccentricity","Period (s)","A (m)","Lift (N)","Drag (N)","ECI2Body11","ECI2Body12","ECI2Body13","ECI2Body21","ECI2Body22","ECI2Body23","ECI2Body31","ECI2Body32","ECI2Body33"
600,600921.4296,6978115.584,0.02024281,-0.05072224,66.43327,-85.00742,68.73895,-89.08085,-19.0687,-101.7312,-0.2395288,0.2597322,-0.01437124,9451.241448,7558.442592,7643.381208,-3877894.2,-5614147.776,1461982.9536,-1755.7037784,-696.4430064,-7318.641192,4.54089516,6.602163072,-1.7234297256,10.11394,0.0000360220233681263,0.00239306061066567,-0.0030621388708543,0.0434612432306668,188.944672830529,2.9348658950252,0.00000000000115810774281135,0.00000093261503603711,12.16586,-127.1411,67.04904,,,,8808669.47932133,165.052578972016,603699.0328,598344.5304,97.79771,67.08952,6981837.192,6976481.856,53.68436,100.7023,62.4714,0,0,0,0.015530770056,0.00007045967112,0.00004064443992,-168.3279,-172.0242,2669769.12,-125287.67036,0.0003836184,5802.5052,6979158,0.00000115518847435182,0.000038856897237071,-0.7651832,0.6211734,0.1692283,0.3134541,0.1298504,0.9406835,0.5623532,0.7728405,-0.2940687
610,600855.5928,6978143.016,0.01958613,-0.04798123,58.49479,-86.53834,57.13948,-85.39281,-21.43367,-101.8103,-0.2339488,0.4649423,0.008166415,9451.381656,7558.451736,7643.472648,-3895222.08,-5620780.224,1388712.0816,-1710.1721448,-630.3907128,-7335.402144,4.56306936,6.607670808,-1.6371094512,10.11408,0.0000360481995057109,0.00210863176261371,-0.00311955113179244,0.0339923074621977,188.935192749996,2.37828172059356,0.00000000000115891843369268,0.000000933231733772777,11.54778,-127.2707,65.50747,,,,8810320.71830092,165.117197608838,603712.182,598469.5404,97.79871,65.54665,6981849.384,6976606.824,53.68415,102.8657,62.47153,0,0,0,0.01258606068,0.00005710287792,0.00003294037608,-168.3364,-172.0411,2739574.704,-124197.50908,0.0003755863,5802.5916,6979228.104,0.00000115602785377062,0.0000388851345478847,-0.8001344,0.570334,0.1857528,0.2904503,0.09744884,0.9519151,0.5248082,0.8156119,-0.2436259
612.96,600836.6952,6978149.112,0.01940412,-0.0471515,55.64779,-86.9845,52.83961,-83.89863,-22.11738,-101.9164,-0.2322432,0.5174112,0.01509464,9451.418232,7558.454784,7643.497032,-3900263.472,-5622618.168,1366992.0336,-1696.6521312,-610.8292584,-7340.196648,4.569540264,6.608941824,-1.6110277152,10.11412,0.0000360556688261118,0.00200641794334766,-0.0031362838458983,0.0315691535187259,188.932788710435,2.21993392753352,0.00000000000115914983878214,0.000000933407454323235,11.36481,-127.309,65.05855,,,,8810809.04894826,165.13570874733,603717.1824,598504.5432,97.79896,65.09736,6981855.48,6976640.352,53.6841,103.4987,62.47158,0,0,0,0.011748223392,0.00005330229624,0.00003074819352,-168.3389,-172.046,2760237.468,-123867.5938,0.0003734397,5802.6168,6979246.392,0.00000115626761291568,0.0000388931902772299,-0.813073,0.5494836,0.1923023,0.2847149,0.08719991,0.9546379,0.5077891,0.8309416,-0.2273461
620,600793.4136,6978167.4,0.01892941,-0.04520847,34.66062,-88.01942,31.81066,-83.74808,-23.90184,-102.1871,-0.2548187,0.05533942,0.01191838,9451.49748,7558.46088,7643.557992,-3912095.808,-5626754.304,1315277.8368,-1664.4192264,-564.2789832,-7351.300512,4.584353544,6.613401048,-1.5507891768,10.11421,0.0000360729152953965,0.00125030965162084,-0.0031751171299443,0.0262428451140009,188.925395154804,2.02401645471099,0.000000000001159683771238,0.000000933813957721978,10.92964,-127.4,63.92555,,,,8811971.95728052,165.178295722388,603724.4052,598591.0316,97.79951,63.96341,6981861.576,6976728.744,53.68398,105.0695,62.47172,0,0,0,0.010711818048,0.00004860087816,0.000028036348296,-168.3446,-172.0572,2809380.288,-123071.3264,0.0003677561,5802.675,6979295.16,0.00000115682052686246,0.0000389117971882466,-0.8132031,0.5489056,0.1933996,0.2694169,0.06050257,0.9611212,0.5158637,0.8336918,-0.1970853
630,600734.892,6978191.784,0.01826707,-0.04241105,76.0196,-83.91055,73.99295,-84.56484,-19.72063,-101.929,0.6493707,-0.3625908,0.03102334,9451.595016,7558.466976,7643.63724,-3928509.288,-5632066.968,1241688.7536,-1618.4584344,-498.1090368,-7366.336296,4.60504032,6.619055088,-1.4650641768,10.11433,0.0000360961420090279,0.00274401429054492,-0.00302884724798268,0.0195224477756231,188.915280044953,1.74572458990625,0.00000000000116040324006847,0.000000934361229082123,10.31145,-127.5289,62.31157,,,,8813624.33191278,165.235646182133,603734.0356,598709.1892,97.80022,62.3481,6981870.72,6976847.616,53.68385,107.3054,62.47193,0,0,0,0.009239490792,0.0000419217348,0.000024183642768,-168.3523,-172.0725,2879185.872,-121909.4742,0.0003599907,5802.7548,6979359.168,0.00000115756560398302,0.0000389368540206053,-0.8058355,0.5596027,0.1935819,0.3093515,0.1191018,0.9434598,0.5049067,0.8201583,-0.2690904
640,600680.3328,6978216.168,0.01760952,-0.03958032,75.78098,-83.64646,76.88804,-87.55483,-19.99159,-102.2037,-0.2722162,-0.2515966,0.02644667,9451.68036,7558.47612,7643.710392,-3944465.568,-5636718.216,1167953.976,-1572.2958648,-431.8897128,-7380.509496,4.62527904,6.624154392,-1.3781483232,10.11445,0.000036117879646605,0.00273704819166587,-0.00302113230185318,0.013794288282544,188.908158644744,1.46743272510152,0.00000000000116107684018411,0.000000934873069050622,9.693214,-127.6575,60.68099,,,,8815276.70654505,165.289248988073,603742.1844,598822.5316,97.80081,60.71621,6981879.864,6976960.392,53.68375,109.5579,62.47217,0,0,0,0.007766886168,0.00003524100648,0.000020329925304,-168.3595,-172.0869,2948989.604,-120714.69344,0.0003524357,5802.8304,6979420.128,0.00000115826264031013,0.0000389603005967394,-0.7761773,0.6034061,0.182893,0.3100035,0.1126261,0.9440409,0.5490415,0.7894406,-0.2744759
650,600629.1264,6978237.504,0.01692161,-0.03675267,69.49648,-85.71198,72.61334,-89.4155,-22.69184,-102.5645,-0.269499,-0.1502986,0.02753271,9451.750464,7558.482216,7643.780496,-3959955.504,-5640705,1094081.7336,-1525.9345656,-365.6249736,-7393.814016,4.644777096,6.628247856,-1.2918280488,10.11455,0.0000361381138440501,0.00251147184274217,-0.0030974692351533,0.0090583575629162,188.903441284096,1.18914086029678,0.00000000000116170354082728,0.000000935349956430067,9.07493,-127.7858,58.96858,,,,8816929.08117731,165.339217705475,603745.7032,598935.5036,97.8013,59.00243,6981882.912,6977073.168,53.68366,111.8923,62.47243,0,0,0,0.00629408952,0.000028559095536,0.000016475442792,-168.3664,-172.1004,3018791.484,-119488.11384,0.0003446034,5802.9036,6979478.04,0.00000115891163584379,0.0000389821280202055,-0.7550006,0.6309871,0.1784079,0.2866174,0.07285158,0.9552712,0.5897665,0.7723652,-0.2358549
660,600582.1872,6978258.84,0.01622121,-0.03391209,75.28002,-84.96139,79.49567,-90.30834,-22.42644,-102.9426,0.6571763,-0.05681828,0.04546534,9451.808376,7558.488312,7643.844504,-3974982.144,-5644030.368,1020080.5608,-1479.3809376,-299.32408512,-7406.252904,4.663827096,6.63142692,-1.2043172256,10.11465,0.0000361568493893891,0.00272188834406751,-0.00307193612944685,0.0053146601526634,188.898361049552,0.910848995492047,0.00000000000116228385737679,0.000000935791412417866,8.456603,-127.9138,57.19776,,,,8818583.72711491,165.385325203805,603746.444,599045.5124,97.80168,57.2302,6981882.912,6977182.896,53.68361,114.2851,62.47272,0,0,0,0.004821228864,0.000021876584136,0.00001262051832,-168.3728,-172.1131,3088593.364,-118230.79104,0.0003367598,5802.972,6979532.904,0.00000115951214576185,0.0000390023362910036,-0.7424338,0.6453146,0.1798919,0.2939404,0.07249426,0.9530706,0.6019893,0.7604694,-0.2435062
670,600538.9056,6978280.176,0.01557282,-0.03099646,62.19261,-79.64272,64.77111,-90.15652,-18.82752,-98.99692,-0.2442364,0.5473635,-0.5812812,9451.848,7558.500504,7643.91156,-3989542.44,-5646691.272,945959.6016,-1432.6480872,-233.00179968,-7417.82616,4.681984032,6.63362148,-1.1179969512,10.11475,0.0000361741150107774,0.00224976265637896,-0.00288100545711874,0.00256319968052456,188.890151027655,0.632557130687312,0.00000000000116281727445383,0.000000936196958211429,7.838234,-128.0416,55.24462,,,,8820237.23739984,165.428139309397,603768.1124,599151.0764,97.80196,55.27576,6981904.248,6977289.576,53.68356,116.8601,62.47303,0,0,0,0.003348343824,0.000015193642968,0.000008765258568,-168.3788,-172.1249,3158395.244,-116943.78068,0.0003307546,5803.0518,6979596.912,0.00000116006594935295,0.0000390209654431283,-0.7767532,0.6171338,0.1256994,0.2812113,0.1612621,0.9459993,0.5635376,0.7701561,-0.2988059
680,600499.2816,6978301.512,0.01484141,-0.02814099,49.71729,-79.65258,46.9475,-86.03948,-21.32981,-96.27765,-0.2687769,0.02852503,0.05810032,9451.872384,7558.503552,7643.960328,-4003633.344,-5648687.712,871727.0856,-1385.7268704,-166.65147264,-7428.521592,4.699546608,6.634999176,-1.0310810976,10.11483,0.0000361897574913863,0.00179925682083039,-0.00288260753058422,0.00080397070339124,188.884299686082,0.354265354847009,0.00000000000116330276130075,0.000000936566115008167,7.219828,-128.1691,53.44593,,,,8821891.88333744,165.46663793485,603754.2224,599253.6772,97.80213,53.47562,6981892.056,6977390.16,53.68354,119.2809,62.47334,0,0,0,0.001875306384,0.000008509702056,0.000004909331304,-168.3844,-172.1359,3228195.272,-115628.10136,0.0003223993,5803.107,6979639.584,0.00000116056770875116,0.0000390378330994934,-0.8353763,0.5393875,0.1058659,0.2215683,0.1541687,0.9628808,0.5030447,0.8278243,-0.2483001
690,600463.9248,6978319.8,0.01416067,-0.02521516,44.34512,-81.58951,41.09776,-85.33045,-23.96304,-97.13673,-0.2683559,0.04348679,0.06035962,9451.884576,7558.509648,7644.012144,-4017257.904,-5650022.736,797391.852,-1338.6352704,-100.29593352,-7438.348344,4.716959832,6.635883096,-0.9435702744,10.1149,0.0000362039061079149,0.00160546673943597,-0.00295385910157804,0.0000369748814115142,188.883528579053,0.075973490042274,0.00000000000116374083329639,0.00000093689984041326,6.601387,-128.2963,51.53063,,,,8823547.66492771,165.501502471764,603756.0744,599350.5368,97.80219,51.55895,6981892.056,6977487.696,53.68353,121.8181,62.47366,0,0,0,0.0004021677504,0.0000018249866472,0.0000010528651536,-168.3897,-172.146,3297993.448,-114287.25336,0.0003156073,5803.1682,6979691.4,0.00000116102142735591,0.0000390530993960769,-0.8364972,0.5352559,0.1173611,0.2065277,0.1095761,0.9722857,0.5075617,0.8375525,-0.2022053
700,600432.2256,6978338.088,0.01347172,-0.02227891,63.10527,-78.40951,59.56545,-84.64351,-20.1176,-97.51297,0.6539549,0.05876292,0.07179417,9451.884576,7558.512696,7644.054816,-4030406.976,-5650696.344,722963.0448,-1291.3769448,-33.93393264,-7447.30032,4.732733232,6.636507936,-0.8554641768,10.11497,0.0000362164986160268,0.00228545164381773,-0.0028397178309974,0,188.882167801943,0,0.00000000000116413097506191,0.000000937196219216349,5.982913,-128.4233,49.59556,,,,8825201.17521264,165.532505789607,603752.5556,599443.1368,97.80217,49.6225,6981889.008,6977579.136,53.68354,124.3752,62.47399,0,0,0,0,0,0,-168.3945,-172.1554,3367789.772,-112919.71804,0.0003087098,5803.224,6979734.072,0.00000116142532587858,0.0000390666798166683,-0.8385004,0.5288979,0.1310876,0.2494337,0.1586729,0.955304,0.4844583,0.8337205,-0.2649723
710,600404.184,6978356.376,0.01273499,-0.01937304,62.0503,-78.1263,62.84426,-88.75449,-20.15469,-97.99253,-0.2911866,-0.5286604,0.04050297,9451.884576,7558.515744,7644.09444,-4043083.608,-5650702.44,648448.5888,-1243.963476,32.43724272,-7455.380568,4.747765968,6.636596328,-0.7685483232,10.11503,0.0000362275589558512,0.00224793123647297,-0.00283032563939582,0,188.878765859168,0,0.00000000000116447318659733,0.000000937456687825202,5.364412,-128.5502,47.49133,,,,8826858.09245558,165.559761453644,603744.2216,599536.1072,97.80215,47.5168,6981879.864,6977673.624,53.68354,127.1014,62.47432,0,0,0,0,0,0,-168.3988,-172.1637,3437586.096,-111528.97716,0.000301451,5803.2768,6979776.744,0.00000116177984914131,0.0000390786143952621,-0.7980647,0.5908138,0.1184562,0.2552611,0.1534046,0.954625,0.5458338,0.7920897,-0.2732386
720,600380.4096,6978371.616,0.01208368,-0.01636758,55.45343,-80.15255,58.48098,-90.92373,-22.9321,-98.39729,-0.2650068,0.04373917,0.04403711,9451.884576,7558.518792,7644.127968,-4055284.752,-5650047.12,573858.2376,-1196.4097992,98.79549456,-7462.576896,4.762128144,6.635901384,-0.6804422256,10.11508,0.0000362370248830516,0.00200946743704212,-0.002904490245346,0,188.876724693503,0,0.00000000000116476695252381,0.00000093768028863464,4.745884,-128.6769,45.63529,,,,8828513.87404585,165.583042333343,603733.1096,599615.7432,97.80213,45.65946,6981870.72,6977752.872,53.68354,129.5794,62.47462,0,0,0,0,0,0,-168.4026,-172.1712,3507380.568,-110113.47504,0.0002949441,5803.3194,6979810.272,0.00000116208366267764,0.0000390888230638691,-0.7735262,0.6233481,0.1144309,0.2327818,0.1115098,0.966115,0.5894657,0.7739527,-0.2313598
730,600360.5976,6978386.856,0.01138488,-0.01339567,60.95877,-79.55394,63.58049,-90.23875,-22.57619,-98.92031,0.6557255,0.05625096,0.05695266,9451.884576,7558.518792,7644.1554,-4067010.408,-5648727.336,499200.2208,-1148.711952,165.14707128,-7468.8954,4.775969112,6.634423104,-0.5923358232,10.11512,0.0000362449203377575,0.00220944604190975,-0.00288342628301278,0,188.875363916393,0,0.00000000000116501124208373,0.000000937866064039483,4.127334,-128.8034,43.61037,,,,8830169.65563612,165.602575559236,603716.2564,599695.5644,97.80211,43.63314,6981852.432,6977832.12,53.68354,132.2263,62.47492,0,0,0,0,0,0,-168.406,-172.1777,3577171.336,-108678.28616,0.0002880205,5803.359,6979843.8,0.00000116233676648755,0.0000390973369600407,-0.776471,0.6177393,0.1244626,0.2429432,0.1112131,0.9636442,0.5814391,0.7784791,-0.2364294
740,600344.748,6978402.096,0.01068342,-0.01041474,71.45353,-75.85974,73.78155,-89.51776,-18.95367,-99.47346,-0.2646217,0.04497711,0.04258664,9451.884576,7558.515744,7644.179784,-4078260.576,-5646743.088,424483.3776,-1100.8790784,231.47953704,-7474.333032,4.78921572,6.632170632,-0.5042297256,10.11515,0.0000362512309558911,0.0025902784398005,-0.00275000889896926,0,188.874003139283,0,0.0000000000011652065706559,0.000000938014971644912,3.508765,-128.9298,41.54715,,,,8831825.43722639,165.618134000791,603695.1436,599771.4964,97.80209,41.56852,6981831.096,6977908.32,53.68354,134.9115,62.47521,0,0,0,0,0,0,-168.4089,-172.1833,3646962.104,-107223.54016,0.0002810789,5803.3932,6979871.232,0.00000116253916057104,0.0000391041471873337,-0.7792627,0.6118405,0.1356495,0.2860822,0.1547112,0.9456328,0.55759,0.7757033,-0.2955973
750,600332.8608,6978417.336,0.009979567,-0.00742624,70.75494,-77.90973,72.61779,-88.90046,-21.59349,-99.97358,-0.2645883,0.04378416,0.04393581,9451.884576,7558.515744,7644.195024,-4089029.16,-5644097.424,349716.5472,-1052.9166648,297.78499752,-7478.89284,4.80186492,6.629119584,-0.4161233232,10.11518,0.0000362559663135043,0.00256528925383607,-0.00282469252692678,0,188.874003139283,0,0.00000000000116535345361914,0.000000938126053845747,2.890179,-129.0561,39.44044,,,,8833481.21881666,165.629717658007,603669.586,599842.9836,97.80209,39.4604,6981806.712,6977981.472,53.68354,137.6402,62.47549,0,0,0,0,0,0,-168.4113,-172.188,3716751.02,-105747.64432,0.0002741163,5803.4214,6979892.568,0.00000116269084492812,0.000039109253745748,-0.781524,0.6068025,0.1449517,0.2660664,0.1140262,0.9571869,0.5642951,0.7866313,-0.2505639
760,600324.936,6978429.528,0.0092736,-0.004431655,69.75564,-79.96137,71.17289,-88.25234,-24.22731,-100.5289,-0.2645549,0.04255617,0.04524922,9451.884576,7558.509648,7644.210264,-4099316.16,-5640787.296,274908.4164,-1004.8305024,364.0555584,-7482.571776,4.81399596,6.62526996,-0.3280172256,10.11519,0.0000362591168345452,0.00252927755345178,-0.00289932875342792,0,188.874003139283,0,0.00000000000116545086021582,0.000000938200268247166,2.27158,-129.1823,37.2843,,,,8835138.13605959,165.637553661417,603639.3984,599910.3964,97.80207,37.30285,6981776.232,6978048.528,53.68354,140.4184,62.47577,0,0,0,0,0,0,-168.4132,-172.1918,3786538.084,-104255.6546,0.0002671316,5803.4448,6979910.856,0.00000116279181955879,0.000039112652187062,-0.7838065,0.601567,0.1541574,0.2459613,0.072787,0.9665429,0.5702197,0.7954993,-0.2050131
770,600320.9736,6978441.72,0.008565794,-0.001432457,79.32964,-74.59908,80.43851,-87.56482,-19.1367,-100.9191,0.6555502,0.05694292,0.05608975,9451.884576,7558.5066,7644.21636,-4109124.624,-5636815.752,200067.9768,-956.6263824,430.2834168,-7485.366792,4.825602744,6.620618712,-0.23991094512,10.1152,0.000036260672942962,0.00287654588979731,-0.0027050129467899,0,188.872642362173,0,0.00000000000116549879044593,0.000000938237136046581,1.652971,-129.3084,35.072,,,,8836793.91764986,165.641414880489,603604.766,599973.5496,97.80206,35.08913,6981742.704,6978109.488,53.68354,143.2527,62.47603,0,0,0,0,0,0,-168.4147,-172.1947,3856323.296,-102745.9968,0.0002601254,5803.4622,6979926.096,0.00000116284208446304,0.0000391143336148326,-0.7864361,0.5950482,0.1656378,0.3026031,0.1373917,0.9431622,0.5384697,0.7918593,-0.2881133
780,600320.9736,6978450.864,0.007856429,0.001569876,81.14304,-75.13661,81.86559,-86.92237,-20.20085,-101.462,-0.2641726,0.04383815,0.04383954,9451.884576,7558.500504,7644.219408,-4118448.456,-5632182.792,125203.97616,-908.3097912,496.4606784,-7487.283984,4.836542016,6.615223752,-0.15180469512,10.1152,0.0000362606394267807,0.00294229889184982,-0.00272450164860266,0,188.871281585063,0,0.00000000000116549775968829,0.000000938236178441401,1.034356,-129.4345,32.79587,,,,8838450.8348928,165.641301315223,603565.6888,600032.4432,97.80206,32.81158,6981703.08,6978170.448,53.68354,146.1508,62.47629,0,0,0,0,0,0,-168.4157,-172.1967,3926106.656,-101222.04156,0.0002531007,5803.4748,6979935.24,0.00000116284074999655,0.0000391142980290597,-0.788343,0.5896882,0.1754513,0.2987024,0.1175427,0.94708,0.5378589,0.7990316,-0.2688053
790,600325.2408,6978460.008,0.00714578,0.004573862,82.15636,-77.2011,82.49336,-86.25289,-22.81124,-102.1084,-0.2641393,0.04261487,0.04515231,9451.884576,7558.49136,7644.21636,-4127290.704,-5626888.416,50325.25368,-859.8868248,562.5797232,-7488.317256,4.84696008,6.609048504,-0.06369844512,10.11519,0.0000362590162860013,0.00297890861666878,-0.00279923602963471,0,188.871281585063,0,0.00000000000116544725256409,0.000000938197874234217,0.4157363,-129.5605,30.44722,,,,8840106.61648307,165.637326530884,603522.1668,600087.0772,97.80206,30.46152,6981660.408,6978225.312,53.68354,149.1214,62.47653,0,0,0,0,0,0,-168.4162,-172.1977,3995886.312,-99683.88148,0.0002460627,5803.482,6979941.336,0.00000116278870580366,0.0000391125454297433,-0.7901828,0.5843756,0.1847057,0.279862,0.075932,0.9570327,0.5452415,0.8079229,-0.2235447
800,600333.1656,6978469.152,0.006441568,0.007585366,-177.0648,-72.2299,-175.8899,-73.1458,-33.50175,-126.7712,-1.195883,0.3679504,0.7498679,9451.884576,7558.473072,7644.198072,-4135648.32,-5620929.576,-24559.223424,-811.3696752,628.6359792,-7488.460512,4.855147008,6.603318264,0.020835939024,10.11517,0.0000362557364882612,-0.006419617543177,-0.0026187480417902,0,188.830866504896,0,0.00000000000116534778445214,0.000000938122223425028,-0.2028819,-129.6865,28.3126,,,,8841763.533726,165.628922701139,603443.4568,600135.044,97.80212,28.32548,6981581.16,6978271.032,53.68354,151.8781,38.22941,0,0,0,0,0,0,-168.4162,-172.1978,4065664.116,-98133.16484,0.0002369965,5803.4628,6979926.096,0.00000116268328295137,0.0000391090046453375,-0.6874522,0.5248955,0.5018906,0.3892669,-0.3170997,0.8648232,0.6130911,0.789894,0.01366646
810,600345.3576,6978478.296,0.005726941,0.01058599,-178.2767,-71.50431,179.16,-69.13014,-32.36321,-127.2909,0.6210583,0.364367,-0.4799624,9451.884576,7558.47612,7644.198072,-4143518.256,-5614315.416,-99440.96952,-762.7555992,694.6184736,-7487.741184,4.86601008,6.594277896,0.11251405488,10.11516,0.0000362510346468293,-0.0064627145642852,-0.0025921050716806,0,188.824198697057,0,0.0000000000011651983245948,0.000000938008268408655,-0.8214988,-129.8126,25.44006,,,,8843419.31531627,165.617906870257,603431.0484,600183.5664,97.80216,25.45151,6981568.968,6978319.8,53.68354,155.3726,38.22959,0,0,0,0,0,0,-168.4158,-172.197,4135441.92,-96570.05832,0.0002326367,5803.4856,6979944.384,0.00000116253293306078,0.0000391039336726961,-0.7202663,0.4679098,0.5121297,0.4084613,-0.3106453,0.8582883,0.5606922,0.8273813,0.03262427
820,600361.512,6978484.392,0.004970059,0.01354248,166.4618,-76.10998,165.0685,-74.11214,-31.22737,-120.6763,-0.3117281,-0.2275955,-0.5015383,9451.884576,7558.463928,7644.179784,-4150900.512,-5607039.84,-174311.03568,-714.0439872,760.520196,-7486.128792,4.874715168,6.585792264,0.20121560976,10.11513,0.0000362446522083072,0.00603335312990493,-0.00275857946532674,0,188.820842113519,0,0.00000000000116500041912854,0.000000937857924395457,-1.44011,-129.9386,22.63598,,,,8845075.09690654,165.602234863436,603372.5252,600226.9032,97.80217,22.64593,6981508.008,6978362.472,53.68354,158.7988,38.22985,0,0,0,0,0,0,-168.4149,-172.1954,4205216.02,-94996.22872,0.0002253351,5803.4754,6979935.24,0.00000116232787004431,0.0000390970522738573,-0.7396179,0.5128553,0.4358266,0.3728935,-0.2268185,0.8997243,0.5602819,0.8279691,-0.02348139
830,600381.6288,6978490.488,0.004254226,0.01653546,174.3683,-76.63766,175.607,-75.80554,-34.27289,-121.5107,-0.310057,-0.2165228,0.1158907,9451.884576,7558.442592,7644.149304,-4157798.136,-5599105.896,-249160.52784,-665.2497744,826.3256016,-7483.629432,4.882752744,6.576416616,0.28872655488,10.11508,0.0000362366274769021,0.00631851837634002,-0.00277709045225112,0,188.818846307091,0,0.00000000000116475355267453,0.000000937670233780254,-2.058713,-130.0647,20.01325,,,,8846732.01414948,165.582247376475,603290.6668,600262.6468,97.80216,20.02176,6981428.76,6978399.048,53.68354,162.0435,38.23014,0,0,0,0,0,0,-168.4136,-172.1928,4274986.416,-93415.0652,0.0002169111,5803.4472,6979913.904,0.00000116207076283495,0.000039088396034594,-0.718465,0.5437197,0.4337935,0.3396329,-0.270025,0.9009639,0.607007,0.7946416,0.009338401
840,600405.708,6978496.584,0.003540788,0.01952495,173.6177,-75.50112,177.2357,-77.00222,-34.8284,-123.1632,0.5971704,-0.2054363,0.1267256,9451.884576,7558.4304,7644.118824,-4164205.032,-5590513.584,-323980.7592,-616.380276,892.0349952,-7480.255296,4.890305688,6.566297256,0.3774280488,10.11503,0.0000362270753652355,0.00628966094425257,-0.00273518469198635,0,188.817485529981,0,0.00000000000116445720985396,0.000000937444717760457,-2.677303,-130.1909,17.1081,,,,8848387.79573975,165.558739366243,603226.4024,600294.316,97.80217,17.11518,6981364.752,6978432.576,53.68354,165.5706,38.23041,0,0,0,0,0,0,-168.4118,-172.1894,4344754.96,-91825.01208,0.0002100311,5803.4268,6979898.664,0.00000116176428036566,0.0000390780939533331,-0.6881468,0.566992,0.4527406,0.3449254,-0.2933257,0.8916201,0.638342,0.7697273,0.006281209
850,600433.7496,6978499.632,0.002871931,0.02255091,157.6089,-72.80831,159.5841,-75.64795,-29.90149,-123.4539,-0.2838649,0.3531309,0.1225297,9451.884576,7558.41516,7644.085296,-4170124.248,-5581262.904,-398762.5248,-567.4421976,957.634356,-7475.99724,4.897264272,6.555431136,0.4655344512,10.11497,0.000036215924052919,0.00570795410184867,-0.00263682044554233,0,188.81417430568,0,0.00000000000116411190604563,0.000000937181855138654,-3.295878,-130.3172,14.27003,,,,8850042.44167735,165.531256571672,603157.8784,600319.6884,97.80219,14.27577,6981294.648,6978456.96,53.68354,169.0306,38.23067,0,0,0,0,0,0,-168.4095,-172.185,4414521.652,-90229.44,0.0002033119,5803.3998,6979877.328,0.00000116140664334779,0.0000390660615138638,-0.6917375,0.543977,0.4749612,0.4126722,-0.2419723,0.8781521,0.592622,0.803454,-0.05710286
852.96,600442.5888,6978502.68,0.00266096,0.02343203,161.0181,-72.70047,162.1291,-74.26992,-30.61706,-124.1167,-0.2834634,0.3522668,0.1255684,9451.884576,7558.409064,7644.073104,-4171782.36,-5578400.832,-420889.4808,-552.9425568,977.031828,-7474.570776,4.899083928,6.551932032,0.4911214968,10.11495,0.0000362123186694178,0.00583083878652171,-0.00263265294780068,0,188.81417430568,0,0.00000000000116400006884204,0.000000937096628277669,-3.478973,-130.3546,13.33532,,,,8850533.04363002,165.52239848086,603136.9508,600326.726,97.80219,13.34064,6981273.312,6978463.056,53.68354,170.1494,38.23076,0,0,0,0,0,0,-168.4088,-172.1835,4435171.452,-89756.69848,0.0002013158,5803.3914,6979868.184,0.00000116129143440796,0.0000390621737681721,-0.6998444,0.5276809,0.4814257,0.4084954,-0.2572258,0.8757662,0.5859602,0.8095602,-0.03553723
